ENTRY,AGL thermal conductivity,unit cell stoichiometry,unit cell IUPAC valence,relaxed bravais lattice,space group,Pearson symbol
Cu1Zn1 [d948b9cda2010f3b],3.60069,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Cu1Zr2 [d7cf31af15fb72a8],9.17171,"0.333333333, 0.666666667",12,BCT,139 - I4/mmm,tI6
Cu2Sc1 [b3e48f3f8939997d],5.68982,"0.666666667, 0.333333333",11,BCT,139 - I4/mmm,tI6
Cu2Zr2 [148a889cb8f66bb6],3.10384,"0.5, 0.5",16,MCL,11 - P21/m,mP4
Cu36Ga16[015780f696dcf7c1],0.657801,"0.692307692, 0.307692308",192,CUB,215 - P43m,cP52
Cu36In16[c61cc0eba7f9d25b],0.483051,"0.692307692, 0.307692308",192,CUB,215 - P43m,cP52
Cu3Pt1 [2b4ab77dda6ab20f],3.10191,"0.75, 0.25",18,CUB,221 - Pm3m,cP4
Cu4La4 [e25556eec02a2b47],1.0792,"0.5, 0.5",28,ORC,62 - Pnma,oP8
Cu4Sb2 [2a0b69fd797ffb4f],1.88495,"0.666666667, 0.333333333",26,TET,129 - P4/nmm,tP6
Cu5Nd1 [7f5f2aeb8ddd6aa8],6.53662,"0.833333333, 0.166666667",24,HEX,191 - P6/mmm,hP6
Dy10Rh6[9f123ce2a9635083],1.13594,"0.625, 0.375",76,HEX,193 - P63/mcm,hP16
Dy10Ru4[8920838c88dca46f],2.03415,"0.714285714, 0.285714286",72,MCLC,15 - C2/c,mS28
Dy12Os4[7c668fcf8bcbdd86],1.96641,"0.75, 0.25",80,ORC,62 - Pnma,oP16
Dy12Pt4 [e045e3a545c68f31],0.788135,"0.75, 0.25",72,ORC,62 - Pnma,oP16
Dy12Rh4[1c83a0bff50d2273],0.729881,"0.75, 0.25",72,ORC,62 - Pnma,oP16
Dy12Ru4[428c04eb15323142],1.87749,"0.75, 0.25",80,ORC,62 - Pnma,oP16
Dy1Ga3[18cc93bc8d121e42],3.76552,"0.25, 0.75",13,CUB,221 - Pm3m,cP4
Dy1H2 [55bf312c44071d54],9.94588,"0.333333333, 0.666666667",6,FCC,225 - Fm3m,cF12
Dy1Hg1 [bb79767f7ff9b396],2.39767,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Dy1Hg2 [eb4c41fc0488a41b],2.04947,"0.333333333, 0.666666667",12,HEX,191 - P6/mmm,hP3
Dy1In1 [399097d6e548985d],3.59642,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Dy1In3 [855159934dbf83fa],2.72553,"0.25, 0.75",13,CUB,221 - Pm3m,cP4
Dy1Ir3 [f624b312794a05cd],10.9919,"0.25, 0.75",28,CUB,221 - Pm3m,cP4
Dy1Mg1[cb9594228183239e],6.22953,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Dy1Mg3[aa05095e36513fca],5.13556,"0.25, 0.75",10,FCC,225 - Fm3m,cF16
Dy1Pd1 [ee23a2c15420370c],4.25013,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Dy1Pd3 [87074fb2cae564ce],4.62863,"0.25, 0.75",16,CUB,221 - Pm3m,cP4
Dy1Pt3 [863b0fb7f9eb8f5d],4.32304,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Dy1Rh1 [dc3395dafe10aed5],6.82856,"0.5, 0.5",10,CUB,221 - Pm3m,cP2
Dy1Rh5[dbd2d540900f8890],6.03987,"0.166666667, 0.833333333",34,HEX,191 - P6/mmm,hP6
Dy1Sb1 [91dcf2c2ffad7d2d],9.35958,"0.5, 0.5",9,FCC,225 - Fm3m,cF8
Dy1Sn3 [5312a20efe58dbc3],0.986287,"0.25, 0.75",16,CUB,221 - Pm3m,cP4
Dy1Tl1 [38fefb0ffb8a0914],1.86399,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Dy1Tl3 [e1ae2873e21ddfaf],0.48435,"0.25, 0.75",13,CUB,221 - Pm3m,cP4
Dy1Zn1 [0f529a0f57f0ae5a],7.77467,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Dy2Ge2[5fb747a0413194c7],7.58021,"0.5, 0.5",16,ORCC,63 - Cmcm,oS8
Dy2Hg6[880d42da8606b9a6],0.468047,"0.25, 0.75",32,HEX,194 - P63/mmc,hP8
Dy2Ir4 [7cb8e9e9facd592b],7.19454,"0.333333333, 0.666666667",40,FCC,227 - Fd3m,cF24
Dy2Pt4 [55956710ac7f4407],4.29019,"0.333333333, 0.666666667",32,FCC,227 - Fd3m,cF24
Dy2Rh4[324914c655f34449],4.87471,"0.333333333, 0.666666667",32,FCC,227 - Fd3m,cF24
Dy2Sn4 [df63026a09e9d913],3.26052,"0.333333333, 0.666666667",24,ORCC,63 - Cmcm,oS12
Dy4In2 [6209f5e55ae5ad29],2.84229,"0.666666667, 0.333333333",22,HEX,194 - P63/mmc,hP6
Dy4Mg8[9dfdfdc00cc18bd8],1.4885,"0.333333333, 0.666666667",32,HEX,194 - P63/mmc,hP12
Dy4Os8 [6ce493e125bf956a],1.84665,"0.333333333, 0.666666667",80,HEX,194 - P63/mmc,hP12
Dy4Re8 [7a6c97cc86edde16],1.96345,"0.333333333, 0.666666667",72,HEX,194 - P63/mmc,hP12
Dy4Re8[6be99327c67a9ba6],1.8923,"0.333333333, 0.666666667",72,HEX,194 - P63/mmc,hP12
Dy4Re8[b17e838001898738],1.92621,"0.333333333, 0.666666667",72,HEX,194 - P63/mmc,hP12
Dy4Tl2 [568b71a1e061590c],1.76227,"0.666666667, 0.333333333",22,HEX,194 - P63/mmc,hP6
Dy6Ge8 [7ff98abe794affdd],3.25765,"0.428571429, 0.571428571",56,ORCC,63 - Cmcm,oS28
Dy6Ni4 [fb9400ae39cf2ad4],2.20245,"0.6, 0.4",40,MCLC,12 - C2/m,mS20
Dy8Sb6 [e41b0eb2d602bc3e],1.84676,"0.571428571, 0.428571429",62,BCC,220 - I43d,cI28
Er10Ge6[13d6d62908ce5a78],3.87765,"0.625, 0.375",54,HEX,193 - P63/mcm,hP16
Er10Sb6[19965781398fc9bb],1.78478,"0.625, 0.375",60,HEX,193 - P63/mcm,hP16
Er12Os4[49ef8994256b3a31],2.16967,"0.75, 0.25",68,ORC,62 - Pnma,oP16
Er12Rh4[fed9052685c182e6],0.827864,"0.75, 0.25",60,ORC,62 - Pnma,oP16
Er14Rh6[c838d91d4681ecc7],1.25479,"0.7, 0.3",78,HEX,186 - P63mc,hP20
Er1Ga3 [3f83528ca1eec463],4.66657,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
Er1H1 [7b77b7a0d8f7bf63],9.44166,"0.5, 0.5",4,FCC,225 - Fm3m,cF8
Er1H2 [42bc9c43b5da2a39],9.61549,"0.333333333, 0.666666667",5,FCC,225 - Fm3m,cF12
Er1Hg1 [262144eeb6ffb0cd],2.48399,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Er1Hg2 [01f4a70d35a43898],1.9066,"0.333333333, 0.666666667",11,HEX,191 - P6/mmm,hP3
Er1In1 [2d0dae3617313b84],3.64419,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Er1In3 [15a8361ad7c98923],2.52106,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
Er1Ir1 [b33cc3d793a8fb3e],8.50438,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Er1Mg1[56108ea12b0c6375],11.4835,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Er1Pd1 [0e26532e1f564764],4.43326,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Er1Pd3 [a60356bc997fa4fb],4.85286,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
Er1Pt3 [a61105df9e09d3a2],4.72332,"0.25, 0.75",21,CUB,221 - Pm3m,cP4
Er1Rh1 [1f6608fc2c872b00],8.00106,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Er1Rh5 [c3374fe3417fc247],6.21426,"0.166666667, 0.833333333",33,HEX,191 - P6/mmm,hP6
Er1Sb1 [b932c6b738cf237f],9.80445,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Er1Sn3 [bf14b169c7848137],0.635161,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
Er1Tl1 [e4c31765ca086684],2.57479,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Er1Tl1 [cb514034f0a5a191],1.6723,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Er1Tl3 [993875381dc84303],0.372102,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
Er1Zn1 [f51976eddf9ee37c],9.04826,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Er2Ga2 [8ecfe49efdc8291c],6.85328,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Er2Ge2 [1c893461ca46858b],7.60724,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
Er2H2 [298e31465c44583e],9.4282,"0.5, 0.5",8,HEX,194 - P63/mmc,hP4
Er2H4 [7cc295431307cc9d],4.87245,"0.333333333, 0.666666667",10,HEX,194 - P63/mmc,hP6
Er2Hg6 [5be93a21353066c1],0.491895,"0.25, 0.75",30,HEX,194 - P63/mmc,hP8
Er2Ir4 [2e67ec776b02c2ba],7.24662,"0.333333333, 0.666666667",38,FCC,227 - Fd3m,cF24
Er2Mg1[802ca601e72e8942],4.40438,"0.666666667, 0.333333333",8,BCT,139 - I4/mmm,tI6
Er2Pt4 [9fa730501bdcdb4d],4.33208,"0.333333333, 0.666666667",30,FCC,227 - Fd3m,cF24
Er2Rh4 [d32e5019f00d4911],5.12358,"0.333333333, 0.666666667",30,FCC,227 - Fd3m,cF24
Er2Sn4 [59d48b5a99788b1c],3.19196,"0.333333333, 0.666666667",22,ORCC,63 - Cmcm,oS12
Er3Sn7 [9d3aacc399f38913],1.74102,"0.3, 0.7",37,ORCC,65 - Cmmm,oS20
Er4In2 [198219d5a3d21975],2.7617,"0.666666667, 0.333333333",18,HEX,194 - P63/mmc,hP6
Er4Mg8 [f0cec939337244e2],1.6879,"0.333333333, 0.666666667",28,HEX,194 - P63/mmc,hP12
Er4Mg8 [53cf3e30775379e9],1.73968,"0.333333333, 0.666666667",28,HEX,194 - P63/mmc,hP12
Er4Os8 [c4894ff6abb39331],1.74336,"0.333333333, 0.666666667",76,HEX,194 - P63/mmc,hP12
Er4Pt4 [ab2c9b4d65b4ced3],1.95345,"0.5, 0.5",36,ORC,62 - Pnma,oP8
Er6Ge8 [8a10bf2f0a2ffcdd],3.43789,"0.428571429, 0.571428571",50,ORCC,63 - Cmcm,oS28
Er6Ru4 [ad841bbe0adf450e],2.35743,"0.6, 0.4",50,HEX,176 - P63/m,hP10
Er8Sb6 [8b93d4bbe384685e],1.82337,"0.571428571, 0.428571429",54,BCC,220 - I43d,cI28
Eu1Hg1 [4a6557136108a3f7],1.38156,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Fe1Pd3 [a3ba02ad90b19f23],6.07267,"0.25, 0.75",18,CUB,221 - Pm3m,cP4
Fe1Ti1 [5a670b4d513577ba],45.0433,"0.5, 0.5",10,CUB,221 - Pm3m,cP2
Fe2V6 [aa251335690bc0b5],4.60574,"0.25, 0.75",42,CUB,223 - Pm3n,cP8
Fe2Zr4 [f1d774fa5d7605af],1.52389,"0.333333333, 0.666666667",28,BCT,140 - I4/mcm,tI12
Fe3Ge3 [ce45017fa6450d35],3.24511,"0.5, 0.5",30,HEX,191 - P6/mmm,hP6
Fe4Hf2 [e0cd07539f36c9d7],2.3727,"0.666666667, 0.333333333",32,FCC,227 - Fd3m,cF24
Fe8Re12[340c69078949ff30],5.77256,"0.4, 0.6",132,CUB,213 - P4132,cP20
Fe8Ta4 [39d1a4abb510007a],2.51294,"0.666666667, 0.333333333",68,HEX,194 - P63/mmc,hP12
Fe8Ta4 [a6587b0a144e707a],2.53686,"0.666666667, 0.333333333",68,HEX,194 - P63/mmc,hP12
Fe8Ta4 [b52ac6f015565644],2.28389,"0.666666667, 0.333333333",68,HEX,194 - P63/mmc,hP12
Fe8Ta4 [aed13d05cab56e5b],2.70552,"0.666666667, 0.333333333",68,HEX,194 - P63/mmc,hP12
Fe8W4 [1612ff33c127c815],3.29329,"0.666666667, 0.333333333",72,HEX,194 - P63/mmc,hP12
Ga10Pd2[80c1a8ca08951698],1.07668,"0.833333333, 0.166666667",38,BCT,140 - I4/mcm,tI24
Ga14Ni6 [f2b794a882f8ff1b],1.64839,"0.7, 0.3",66,BCC,229 - Im3m,cI40
Ga1Ir1 [341c350b9d494069],7.29024,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Ga1La3[2a68990d7806db90],1.53473,"0.25, 0.75",12,CUB,221 - Pm3m,cP4
Ga1Mn1[31070beda6c74ad3],6.29807,"0.5, 0.5",10,TET,123 - P4/mmm,tP2
Ga1Ni3[2d7433213b59c868],2.53251,"0.25, 0.75",15,CUB,221 - Pm3m,cP4
Ga1Pt3 [f1c0d23f9135e933],2.89648,"0.25, 0.75",21,CUB,221 - Pm3m,cP4
Ga1Rh1 [5bf4841f97a43dca],6.54377,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Ga1Ru1 [a8e4a8cd457eb606],15.1707,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Ga2Ho1 [ffaebd8498b9c195],8.73397,"0.666666667, 0.333333333",9,HEX,191 - P6/mmm,hP3
Ga2La1 [3d63c71ee94d40ed],9.19381,"0.666666667, 0.333333333",9,HEX,191 - P6/mmm,hP3
Ga2Mo6[6d92dc3bd5d26628],12.169,"0.25, 0.75",42,CUB,223 - Pm3n,cP8
Ga2Pt1 [230c711fe243b5af],0.441275,"0.666666667, 0.333333333",12,FCC,225 - Fm3m,cF12
Ga2Pt6 [b3cf124c3e219106],2.01782,"0.25, 0.75",42,BCT,140 - I4/mcm,tI16
Ga2Sc2 [dfd12e82174b8990],8.28117,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Ga2Tb2 [8e6e364fb9145db6],6.53973,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
Ga2Th1[71872868da342620],9.53787,"0.666666667, 0.333333333",10,HEX,191 - P6/mmm,hP3
Ga2Y1 [5d9027af1fa5b7fc],10.5611,"0.666666667, 0.333333333",9,HEX,191 - P6/mmm,hP3
Ga2Y2 [086e1681681e97fe],8.33868,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Ga2Zr4 [fe28b1cf9b599ab2],8.19702,"0.333333333, 0.666666667",22,BCT,140 - I4/mcm,tI12
Ga3Hf1 [a9053c964a25e231],8.73998,"0.75, 0.25",13,BCT,139 - I4/mmm,tI8
Ga3Ho1[65d90d63b5017ced],5.15799,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
Ga3Ni2[364819176d015d5e],5.0891,"0.6, 0.4",17,HEX,164 - P3m1,hP5
Ga3Ni5 [01ab8b80d4bc4c9e],3.28898,"0.375, 0.625",29,ORCC,65 - Cmmm,oS16
Ga3Pt2 [1e9084a4ea1bde75],1.85892,"0.6, 0.4",21,HEX,164 - P3m1,hP5
Ga3Sc1 [3967538d7c5df002],3.68794,"0.75, 0.25",12,CUB,221 - Pm3m,cP4
Ga3Tb1[449c3c3d7624d5e1],4.88689,"0.75, 0.25",13,CUB,221 - Pm3m,cP4
Ga3U1 [bfa763b0449c845b],9.41715,"0.75, 0.25",15,CUB,221 - Pm3m,cP4
Ga3Zr1 [94298f034b0866cb],10.1803,"0.75, 0.25",13,BCT,139 - I4/mmm,tI8
Ga4Mg10[b5df7e8e6caf2187],1.34829,"0.285714286, 0.714285714",32,ORCI,72 - Ibam,oI28
Ga4Os2[b223849480e83aeb],8.81801,"0.666666667, 0.333333333",28,ORCF,70 - Fddd,oF24
Ga4Pd4 [11c77f6a9be467cc],1.87426,"0.5, 0.5",28,CUB,198 - P213,cP8
Ga4Pt4 [64b7ddca2dae6d00],2.31258,"0.5, 0.5",36,CUB,198 - P213,cP8
Ga4Ru2 [6a88eb8ac6de949c],8.4996,"0.666666667, 0.333333333",28,ORCF,70 - Fddd,oF24
Ga4Sc2 [d2adbe239dba6d07],4.56328,"0.666666667, 0.333333333",18,ORCI,74 - Imma,oI12
Ga4Sr1 [942bb28649d360da],2.48124,"0.8, 0.2",14,BCT,139 - I4/mmm,tI10
Ga4Ta6 [83be7a895478ae2b],8.98879,"0.4, 0.6",42,TET,127 - P4/mbm,tP10
Ga4Zr6 [cd774a3204be56af],7.08747,"0.4, 0.6",36,TET,127 - P4/mbm,tP10
Ga6Hf10[9954fd01ec449303],4.22919,"0.375, 0.625",58,HEX,193 - P63/mcm,hP16
Ga8Nb10[a95295f840e03ac0],5.94737,"0.444444444, 0.555555556",74,HEX,193 - P63/mcm,hP18
Ga9Rb3 [cc5e8c89d9a3f33f],0.941782,"0.75, 0.25",30,BCT,119 - I4m2,tI24
Gd1Hg1[860ee2916fe45bd4],3.13847,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Gd1Mg1[27ed5fb0514efc6d],4.67375,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Gd1Rh1[5b11418893415817],4.44138,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Ge12Pt8 [8e634f8134308e1c],1.60387,"0.6, 0.4",96,ORC,62 - Pnma,oP20
Ge14Ir6 [da5f54bab20c2a26],2.59575,"0.7, 0.3",104,BCC,229 - Im3m,cI40
Ge1Mn3[9d82c12a9f3d8d82],3.96202,"0.25, 0.75",25,CUB,221 - Pm3m,cP4
Ge1Th1 [a00160fc5a955500],9.94179,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Ge2Ho2 [9fd68ea503ecff44],7.77519,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
Ge2Mg4[a22f82b2c1f85244],1.66237,"0.333333333, 0.666666667",16,FCC,227 - Fd3m,cF24
Ge2Mo1[b9ca504582972a95],25.5413,"0.666666667, 0.333333333",14,BCT,139 - I4/mmm,tI6
Ge2Mo6[82c3a184dc022f11],11.909,"0.25, 0.75",44,CUB,223 - Pm3n,cP8
Ge2Ni4 [f0f537b68ad8ecec],2.60314,"0.333333333, 0.666666667",24,HEX,194 - P63/mmc,hP6
Ge2Sc2 [a228f6739e37610e],9.61119,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
Ge2V6 [e8ce9d2481968a5b],4.65089,"0.25, 0.75",38,CUB,223 - Pm3n,cP8
Ge2W1 [a0fc459ae1cc43a5],22.5716,"0.666666667, 0.333333333",14,BCT,139 - I4/mmm,tI6
Ge2Y2 [ebfb7133a161759b],9.4051,"0.5, 0.5",14,ORCC,63 - Cmcm,oS8
Ge3Pd6 [86f1f463f2829e0e],1.28032,"0.333333333, 0.666666667",36,HEX,189 - P62m,hP9
Ge3Pt6 [f010e82b0e1bda6c],1.12139,"0.333333333, 0.666666667",48,HEX,189 - P62m,hP9
Ge3Pu1 [27af00fe4ecbee87],3.54769,"0.75, 0.25",19,CUB,221 - Pm3m,cP4
Ge4Hf2 [6405f75405bd1e6d],7.30019,"0.666666667, 0.333333333",24,ORCC,63 - Cmcm,oS12
Ge4Hf6 [3e2391ad165f4246],7.89472,"0.4, 0.6",40,TET,127 - P4/mbm,tP10
Ge4La12[39585e426a7fc2b7],1.10876,"0.25, 0.75",52,ORC,62 - Pnma,oP16
Ge4La4 [10092caf54890c0d],4.11553,"0.5, 0.5",28,ORC,62 - Pnma,oP8
Ge4La4 [d473826a81704bf2],3.95728,"0.5, 0.5",28,ORCC,63 - Cmcm,oS16
Ge4Mn4[e182ca9954d90d4a],0.992193,"0.5, 0.5",44,CUB,198 - P213,cP8
Ge4Ni8 [725f76f255fa9e62],1.8863,"0.333333333, 0.666666667",48,ORC,62 - Pnma,oP12
Ge4Pd4 [9672ff488f259821],1.50496,"0.5, 0.5",32,ORC,62 - Pnma,oP8
Ge4Pt2 [aa4d29b13edb8295],3.38191,"0.666666667, 0.333333333",28,ORC,58 - Pnnm,oP6
Ge4Rh4 [c898f66a971c9dea],5.32288,"0.5, 0.5",40,CUB,198 - P213,cP8
Ge4Rh8[06823edbc5951c56],2.8744,"0.333333333, 0.666666667",64,ORC,62 - Pnma,oP12
Ge4Ru4 [40e22481074f39ef],7.73882,"0.5, 0.5",48,CUB,198 - P213,cP8
Ge4Sc2[82044007140e5379],6.85761,"0.666666667, 0.333333333",22,ORCC,63 - Cmcm,oS12
Ge4Tb2 [f0ab0f028c862048],2.36111,"0.666666667, 0.333333333",24,BCT,141 - I41/amd,tI12
Ge4Th2 [693af9bf439104a7],2.20725,"0.666666667, 0.333333333",24,BCT,141 - I41/amd,tI12
Ge4Th2 [ad9cecf0b46ecca9],5.04758,"0.666666667, 0.333333333",24,ORCC,65 - Cmmm,oS12
Ge4Th2 [b30835486dba14fb],4.62231,"0.666666667, 0.333333333",24,ORCC,63 - Cmcm,oS12
Ge4Th6 [8c4006d51630f550],3.43381,"0.4, 0.6",40,TET,127 - P4/mbm,tP10
Ge4Zr4 [de91f60bf7c435c4],7.72131,"0.5, 0.5",32,ORC,62 - Pnma,oP8
Ge6La8 [c191285bce57af5f],2.63757,"0.428571429, 0.571428571",48,BCC,220 - I43d,cI28
Ge6Mo10[515f51814759ca2d],5.47929,"0.375, 0.625",84,BCT,140 - I4/mcm,tI32
Ge6Rh10[02de8fc28502ff13],2.60458,"0.375, 0.625",84,ORC,55 - Pbam,oP16
Ge6Ta10[4afd885d0385a2b0],6.25187,"0.375, 0.625",74,BCT,140 - I4/mcm,tI32
Ge6Ta10[577e516a8635cda8],5.44553,"0.375, 0.625",74,BCT,140 - I4/mcm,tI32
Ge6Tb10[b0097dd70e8ac08f],3.49659,"0.375, 0.625",64,HEX,193 - P63/mcm,hP16
Ge6W10[f47437478abdc5a1],3.41954,"0.375, 0.625",84,BCT,140 - I4/mcm,tI32
Ge6Y10 [b55b129750b661fc],4.46761,"0.375, 0.625",54,HEX,193 - P63/mcm,hP16
Ge8W4 [0f6ff751e84ae94d],7.78612,"0.666666667, 0.333333333",56,ORC,62 - Pnma,oP12
Ge8Y6 [273c909f7818c460],3.84335,"0.571428571, 0.428571429",50,ORCC,63 - Cmcm,oS28
H10La4 [fd7367e9f84202fd],2.58759,"0.714285714, 0.285714286",22,BCT,109 - I41md,tI28
H1K1 [c18b48bc9c6f4df9],2.26933,"0.5, 0.5",2,FCC,225 - Fm3m,cF8
H1Na1 [606a098dc23f7131],5.43663,"0.5, 0.5",2,FCC,225 - Fm3m,cF8
H1Ni1 [412bf0dc20f54c7b],9.73844,"0.5, 0.5",5,FCC,225 - Fm3m,cF8
H1Pd1 [d21eda9fc978e2f8],3.14037,"0.5, 0.5",5,FCC,225 - Fm3m,cF8
H1Rh1 [160dff9783f1d0c6],10.0847,"0.5, 0.5",7,FCC,225 - Fm3m,cF8
H1Ta2 [33d8042193c43c8f],10.5731,"0.333333333, 0.666666667",11,ORCC,21 - C222,oS6
H24U8 [832b45d8bb9f73b6],1.45192,"0.75, 0.25",72,CUB,223 - Pm3n,cP32
H2Hf1 [68396dc8ff75fb17],2.83377,"0.666666667, 0.333333333",6,BCT,139 - I4/mmm,tI6
H2Ho1 [b4eb1cc7864a4da6],10.1813,"0.666666667, 0.333333333",5,FCC,225 - Fm3m,cF12
H2La1 [4f3f97860bec3d5a],6.70754,"0.666666667, 0.333333333",5,FCC,225 - Fm3m,cF12
H2Nb1 [585337a2c5893256],16.2775,"0.666666667, 0.333333333",7,FCC,225 - Fm3m,cF12
H2Pu1 [9bd9f59d06ba13d3],2.37838,"0.666666667, 0.333333333",9,FCC,225 - Fm3m,cF12
H2Sc1 [b42d0175e809d37d],19.1821,"0.666666667, 0.333333333",5,FCC,225 - Fm3m,cF12
H2Ta1 [602f0c87edd34f36],8.6357,"0.666666667, 0.333333333",7,FCC,225 - Fm3m,cF12
H2Tb1 [6c7c16b5350e4608],9.62441,"0.666666667, 0.333333333",6,FCC,225 - Fm3m,cF12
H2Th1 [d93c48d123874c8a],1.74416,"0.666666667, 0.333333333",6,BCT,139 - I4/mmm,tI6
H2Ti2 [26141d4e46abcb0e],9.50856,"0.5, 0.5",10,TET,131 - P42/mmc,tP4
H2V1 [26d71b5c48fb65af],15.6751,"0.666666667, 0.333333333",7,FCC,225 - Fm3m,cF12
H2W2 [bbf2df33e13694f5],22.2359,"0.5, 0.5",14,HEX,194 - P63/mmc,hP4
H2Y1 [6c75f60af7364972],14.4505,"0.666666667, 0.333333333",5,FCC,225 - Fm3m,cF12
H2Zr1 [d0e80731a317f7d6],3.53136,"0.666666667, 0.333333333",6,BCT,139 - I4/mmm,tI6
H30Th8[1ba8d66587548562],1.14735,"0.789473684, 0.210526316",62,BCC,220 - I43d,cI76
H4Mg2 [41040ec12bb65afa],7.54016,"0.666666667, 0.333333333",8,TET,136 - P42/mnm,tP6
H4Sr2 [abfd410cac3d9dc8],3.66762,"0.666666667, 0.333333333",8,HEX,194 - P63/mmc,hP6
H6Y2 [5e13be1019e744a5],7.51651,"0.75, 0.25",12,ORCC,63 - Cmcm,oS16
H8Mg4 [dabdb8650bc95d95],3.81247,"0.666666667, 0.333333333",16,ORC,62 - Pnma,oP12
H8Mg4 [d6bee3c62237f4c0],5.22725,"0.666666667, 0.333333333",16,CUB,205 - Pa3,cP12
H8Sr4 [438747b2e5f5ff7a],2.19214,"0.666666667, 0.333333333",16,ORC,62 - Pnma,oP12
H8W4 [f23d162b7bc02b36],3.60283,"0.666666667, 0.333333333",32,ORC,62 - Pnma,oP12
H9La4 [5fb440d2a8c2efa7],2.50847,"0.692307692, 0.307692308",21,BCT,139 - I4/mmm,tI26
Hf10Ir6 [426df454e554e453],0.827062,"0.625, 0.375",88,HEX,193 - P63/mcm,hP16
Hf10Sn6[2a69a5bb3498c4b6],2.12168,"0.625, 0.375",64,HEX,193 - P63/mcm,hP16
Hf10Sn8[70ab19f691bebbb9],2.94461,"0.555555556, 0.444444444",72,HEX,193 - P63/mcm,hP18
Hf16Ir8 [404e41a4f2c017c2],1.91063,"0.666666667, 0.333333333",128,FCC,227 - Fd3m,cF96
Hf16Pd8[3193bc919f9279bb],1.03844,"0.666666667, 0.333333333",96,FCC,227 - Fd3m,cF96
Hf16Rh8[635c1e535c86bece],1.87646,"0.666666667, 0.333333333",112,FCC,227 - Fd3m,cF96
Hf1Ir3 [fe2c6fc4804c26c3],19.2074,"0.25, 0.75",28,CUB,221 - Pm3m,cP4
Hf1Os1 [e958030590a0d0bd],29.9254,"0.5, 0.5",12,CUB,221 - Pm3m,cP2
Hf1Os3 [657e6ad9750772fb],9.16338,"0.25, 0.75",28,CUB,221 - Pm3m,cP4
Hf1Pd3 [5605178d68a3050c],6.10995,"0.25, 0.75",16,CUB,221 - Pm3m,cP4
Hf1Pd5 [7b2d94bf10189f78],3.86585,"0.166666667, 0.833333333",24,ORCC,65 - Cmmm,oS12
Hf1Pt1 [67e796f9ad1390a2],3.36852,"0.5, 0.5",10,CUB,221 - Pm3m,cP2
Hf1Pt3 [79fbdb28bd68ab29],9.74129,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Hf1Rh1 [a25ba543e871958b],4.60807,"0.5, 0.5",10,CUB,221 - Pm3m,cP2
Hf1Rh3 [c38c54f6fd9ccec1],14.0859,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Hf1Ru1 [6f3e9a62beed10fe],26.312,"0.5, 0.5",12,CUB,221 - Pm3m,cP2
Hf1Ru3 [132ec9e3a0bdf7cc],12.5399,"0.25, 0.75",28,CUB,221 - Pm3m,cP4
Hf1Tc1 [3e45dbfa7d475634],14.4648,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Hf2Hg1 [f85891c2a99e5be2],6.27694,"0.666666667, 0.333333333",12,BCT,139 - I4/mmm,tI6
